DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;0.021;-0.009;0.004
40;0.021;-0.009;0.004
80;0.114;-0.028;-0.005
120;0.095;-0.017;-0.006
160;0.033;-0.005;-0.004
200;-0.062;0.004;0.004
240;-0.128;0.013;-0.001
280;-0.056;0.003;0.004
320;0.012;0.004;0.005
360;-0.117;0.002;-0.002
400;-0.041;-0.018;-0.009
440;0.011;-0.004;0.002
480;-0.025;-0.004;-0.004
520;-0.007;-0.001;-0.002
560;-0.012;-0.013;-0.003
600;-0.005;0.004;0.001
640;-0.013;-0.004;-0.001
680;0.003;-0.002;-0.001
720;-0.007;-0.003;-0.002
760;-0.009;-0.009;-0.002
800;-0.002;-0.007;-0.001
840;-0.007;-0.002;-0.002
880;-0.003;0.001;0.001
920;-0.001;0.007;0.002
960;0.004;0.005;0.004
1000;0.000;0.005;0.001
1040;0.002;0.005;0.003
1080;0.005;-0.001;0.004
1120;0.001;0.000;0.003
1160;0.000;-0.001;0.003
1200;0.008;0.005;0.007
1220;0.002;-0.004;0.004
1260;0.021;-0.001;0.005
1300;0.014;-0.008;0.002
1340;0.019;-0.001;0.001
1380;0.015;-0.001;0.002
1420;0.013;0.012;0.001
1460;0.007;-0.003;0.004
1500;0.007;0.001;0.001
1540;0.005;0.002;-0.002
1580;0.013;0.004;0.002
1620;0.007;0.002;0.001
1660;0.008;0.002;0.001
1700;0.001;-0.002;0.001
1740;0.001;-0.001;0.002
1780;0.002;0.001;0.002
1820;-0.007;0.004;0.001
1840;-0.007;0.005;0.002
1880;-0.001;0.002;0.004
1920;0.010;0.004;0.000
1940;0.014;-0.001;0.003
1980;0.002;-0.012;-0.004
2020;0.009;-0.007;0.000
2060;0.001;-0.009;0.002
2100;-0.010;-0.006;-0.001
2140;-0.005;-0.001;-0.001
2160;-0.012;-0.001;0.002
2200;0.009;0.006;-0.004
2240;-0.007;0.007;-0.002
2260;0.002;0.004;-0.002
2300;-0.007;0.012;-0.005
2340;-0.005;0.010;-0.003
2380;-0.013;0.012;-0.005
2420;-0.012;0.011;-0.006
2460;-0.012;0.010;-0.004
2500;-0.003;0.017;0.001
2540;-0.012;0.007;-0.001
2580;0.002;0.010;-0.004
2620;0.001;-0.002;0.001
2660;-0.002;0.007;-0.006
2700;-0.008;0.038;-0.008
2740;-0.069;0.080;-0.026
2780;-0.152;0.084;-0.060
2820;-0.227;0.093;-0.087
2860;-0.334;0.158;-0.103
2900;-0.431;0.144;-0.055
2940;-0.581;0.119;-0.087
2980;-0.652;0.054;-0.112
3020;-0.905;0.095;-0.098
3060;-1.179;0.056;-0.097
3100;-1.164;-0.031;-0.133
3140;-1.341;-0.005;-0.150
3180;-1.283;0.027;-0.093
3200;-1.344;0.073;-0.087
3240;-1.296;0.095;-0.133
3260;-1.330;0.166;-0.151
3300;-1.305;0.099;-0.056
3340;-1.227;0.216;-0.115
3380;-0.935;0.106;-0.073
3420;-0.680;0.013;-0.062
3460;-0.351;-0.003;-0.062
3500;-0.161;-0.055;-0.048
3540;-0.070;-0.081;-0.027
3580;0.101;-0.088;-0.002
3620;0.273;-0.077;0.015
3660;0.480;-0.049;0.027
3700;0.682;-0.059;0.046
3740;0.828;-0.029;0.104
3780;0.986;0.125;0.097
3820;1.044;0.349;0.131
3860;0.912;0.615;0.173
3900;0.883;0.685;0.245
3940;0.830;0.632;0.185
3980;0.690;0.560;0.197
4020;0.597;0.498;0.207
4060;0.511;0.561;0.203
4100;0.430;0.431;0.216
4140;0.362;0.191;0.177
4180;0.354;-0.165;0.200
4220;0.238;-0.251;0.279
4260;0.249;-0.302;0.319
4300;0.413;-0.186;0.245
4340;0.533;-0.236;0.188
4380;0.334;-0.093;-0.065
4400;0.455;-0.138;0.013
4440;0.192;-0.472;-0.024
4480;0.011;-0.550;-0.027
4520;-0.029;-0.287;0.110
4560;0.090;-0.034;0.193
4580;0.064;-0.002;0.146
4620;0.009;0.186;0.056
4660;-0.032;0.316;0.071
4700;0.048;0.397;0.004
4740;-0.045;0.325;-0.072
4780;-0.068;0.348;-0.205
4820;-0.014;0.439;-0.224
4860;0.057;0.230;-0.120
4900;0.019;-0.130;-0.196
4940;0.038;-0.091;-0.290
4980;-0.018;0.200;-0.104
5020;0.317;-0.411;0.210
5060;0.310;0.147;-0.273
5080;0.081;0.531;-0.115
5120;-0.053;0.614;0.252
5160;-0.004;-0.046;0.113
5200;0.054;-0.064;-0.158
5240;0.086;-0.047;-0.125
5280;0.045;-0.263;-0.066
5320;-0.052;-0.290;0.008
5360;-0.046;-0.405;0.082
5400;0.108;-0.616;0.181
5440;0.258;-0.681;0.251
5480;0.299;-0.682;0.279
5520;0.186;-0.513;0.191
5560;0.420;-0.294;-0.038
5580;0.464;-0.420;-0.048
5620;-0.149;-0.786;-0.084
5660;0.516;-0.809;-0.514
5700;0.042;-0.991;-0.225
5740;0.051;-0.794;-0.010
5780;-0.134;-1.053;0.202
5820;-0.213;-0.865;-0.070
5860;-0.319;-0.594;-0.016
5900;-0.283;-0.536;-0.053
5920;-0.276;-0.597;-0.131
5960;-0.122;-0.589;-0.200
6000;0.122;-0.432;-0.257
6040;0.139;-0.569;-0.315
6080;0.105;-0.671;-0.317
6100;0.102;-0.670;-0.314
6140;0.274;-0.750;-0.447
6180;0.421;-0.535;-0.513
6220;0.367;-1.123;0.264
6260;0.507;-1.412;0.165
6300;-0.017;-0.909;0.537
6340;0.233;-1.855;0.177
6380;0.266;-2.001;0.097
6420;0.201;-2.462;0.104
6460;0.152;-2.824;0.031
6500;0.050;-2.750;0.088
6540;0.054;-2.653;0.122
6560;0.045;-2.518;0.096
6600;0.057;-2.257;0.123
6640;0.071;-2.136;0.125
6680;0.137;-2.018;0.145
6700;0.142;-1.918;0.129
6740;0.056;-1.834;0.144
6780;0.217;-1.794;0.027
6820;0.328;-2.186;0.131
6860;-0.738;-2.732;0.018
6900;0.468;-2.323;-0.373
6920;-0.102;-2.189;-0.150
6960;-0.200;-2.280;0.317
7000;-0.267;-2.558;0.225
7040;-0.225;-2.447;0.041
7080;-0.323;-2.341;0.084
7120;-0.145;-2.163;0.076
7160;-0.134;-2.140;-0.126
7200;-0.132;-1.976;-0.196
7240;0.010;-1.735;-0.315
7280;0.018;-1.446;-0.407
7320;-0.056;-1.246;-0.428
7360;0.113;-0.985;-0.418
7400;0.101;-0.937;-0.403
7440;0.188;-0.825;-0.444
7480;0.494;-0.415;-0.539
7521;0.440;-0.152;-0.340
7561;0.269;-0.909;0.208
7601;0.090;-0.387;-0.097
7641;-0.030;-0.773;0.073
7681;0.185;-1.037;-0.065
7721;0.073;-1.137;-0.090
7761;0.020;-1.257;-0.131
7801;-0.112;-1.307;-0.107
7821;-0.136;-1.313;-0.075
7861;-0.067;-1.265;-0.066
7901;0.026;-1.134;-0.082
7941;0.007;-0.792;0.067
7981;0.091;-0.660;0.185
8021;0.131;-0.582;0.199
8061;0.189;-0.508;0.275
8101;0.308;-0.326;0.299
8141;-0.138;0.111;-0.065
8181;0.547;0.202;-0.098
8221;0.090;-0.779;0.027
8261;-0.139;-0.607;-0.257
8301;0.115;-0.327;0.083
8341;-0.011;-0.272;0.265
8381;0.016;-0.014;0.262
8421;-0.081;0.287;0.160
8461;-0.126;0.433;0.080
8501;-0.148;0.575;-0.009
8541;-0.056;0.659;-0.194
8581;0.102;0.739;-0.251
8601;0.150;0.757;-0.252
8641;0.156;0.465;-0.231
8681;0.233;0.038;-0.150
8721;0.452;0.165;-0.285
8761;0.682;0.356;-0.250
8801;-0.008;-0.772;0.822
8841;0.451;-0.406;0.312
8881;-0.243;0.499;0.065
8921;-0.169;-0.076;0.002
8961;0.109;-0.463;-0.143
9001;0.152;-1.251;-0.051
9041;0.164;-1.440;-0.067
9081;0.054;-1.465;-0.009
9121;0.043;-1.608;0.113
9161;0.111;-1.870;0.087
9201;0.076;-2.142;0.151
9241;0.105;-2.315;0.208
9281;0.162;-2.472;0.205
9301;0.167;-2.536;0.182
9341;0.101;-2.670;0.219
9381;0.032;-2.663;0.173
9421;-0.031;-2.441;0.144
9461;-0.100;-2.679;0.122
9501;-0.332;-2.583;-0.021
9521;-0.380;-2.527;-0.154
9561;-0.668;-2.151;-0.012
9601;-0.123;-2.436;0.170
9641;-0.211;-2.872;0.131
9681;-0.324;-3.148;0.173
9721;-0.111;-2.833;0.112
9761;0.044;-2.517;0.045
9801;-0.005;-2.429;-0.090
9841;-0.043;-2.662;-0.233
9881;-0.100;-2.673;-0.387
9921;-0.107;-2.461;-0.421
9961;0.064;-2.378;-0.569
10001;-0.065;-2.284;-0.506
10041;-0.183;-2.087;-0.393
10081;-0.296;-1.673;-0.264
10121;-0.921;-1.554;-0.235
10161;-1.290;-0.872;-0.194
10201;-1.359;-0.916;-0.261
10241;-1.227;-1.186;-0.425
10281;-1.116;-1.252;-0.434
10321;-1.022;-1.338;-0.357
10361;-0.791;-1.162;-0.354
10401;-0.748;-0.784;-0.222
10441;-0.672;-0.638;-0.072
10481;-0.398;-0.598;-0.079
10521;-0.271;-0.422;-0.155
10561;-0.183;-0.278;-0.038
10581;-0.154;-0.204;0.067
10621;-0.094;-0.031;0.019
10661;0.098;-0.056;0.154
10701;0.260;0.038;0.122
10741;0.274;0.068;0.095
10761;0.294;0.101;0.141
10801;0.451;0.259;0.057
10841;0.562;0.272;0.054
10881;0.681;0.320;0.032
10921;0.644;0.257;0.108
10961;0.624;0.305;0.082
11001;0.524;0.203;0.024
11041;0.596;0.127;0.091
11081;0.690;0.075;0.021
11121;0.831;-0.045;0.050
11161;0.897;-0.107;0.019
11201;0.817;-0.089;0.007
11241;0.659;-0.093;0.072
11281;0.512;-0.056;0.077
11321;0.414;-0.008;0.078
11361;0.337;0.026;0.029
11401;0.285;0.071;0.020
11441;0.255;0.041;0.027
11481;0.264;0.030;-0.002
11521;0.241;0.013;-0.032
11561;0.225;-0.004;-0.028
11581;0.230;-0.022;-0.027
11621;0.221;-0.054;-0.032
11661;0.151;-0.044;-0.010
11701;0.126;-0.037;-0.012
11721;0.113;-0.036;-0.018
11761;0.063;-0.018;0.002
11801;0.046;-0.026;0.006
11821;0.031;-0.020;0.003
11861;0.054;-0.028;0.003
11901;0.044;-0.021;0.000
11941;0.042;-0.031;-0.004
11981;0.071;-0.043;-0.003
12021;0.064;-0.027;-0.007
12061;0.057;-0.018;0.002
12101;0.052;0.004;0.001
12121;0.068;-0.008;0.002
12161;0.034;-0.012;0.004
12181;0.032;-0.011;-0.002
12221;0.040;0.000;-0.005
12261;0.029;-0.001;0.012
12301;0.027;-0.010;0.014
12341;0.036;0.000;0.001
12381;0.032;-0.007;0.009
12421;0.034;-0.009;0.004
12441;0.030;-0.012;0.002
12481;0.027;0.001;0.003
12521;0.021;0.000;0.003
12561;0.016;-0.012;0.005
12601;0.008;-0.020;0.002
12621;0.004;-0.014;-0.001
12661;-0.005;0.005;-0.004
12701;-0.005;-0.001;0.005
12741;-0.001;-0.007;-0.001
12781;0.010;-0.014;-0.006
12821;0.010;-0.006;-0.004
12861;0.009;-0.001;-0.002
12901;0.007;-0.005;0.002
12921;0.006;-0.007;0.006
12961;0.002;0.010;0.007
13001;-0.002;0.005;0.006
13041;0.024;0.034;-0.006
13081;-0.020;0.042;0.025
13121;0.010;0.048;0.039
13161;0.021;-0.087;0.046
13201;0.104;-0.104;0.004
13241;0.116;-0.099;-0.016
13281;0.097;-0.060;0.015
13321;0.083;0.002;0.010
13361;0.070;-0.005;0.026
13401;0.043;0.010;0.004
13441;0.040;0.001;-0.010
13481;0.042;0.002;-0.013
13521;0.079;0.007;-0.014
13561;0.026;0.004;-0.005
13601;0.001;0.002;-0.010
13641;-0.088;-0.009;-0.006
13680;-0.173;-0.007;-0.004
13720;-0.250;0.049;-0.009
13760;-0.183;0.081;-0.019
13800;0.051;-0.024;-0.010
13840;0.003;0.024;-0.021
13880;-0.005;0.024;-0.010
13920;0.018;0.021;-0.008
13960;0.012;0.023;-0.001
