DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;0.029;-0.004;-0.002
20;0.029;-0.004;-0.002
60;0.029;-0.004;-0.002
100;0.078;0.006;-0.013
140;0.083;0.031;-0.004
180;0.073;0.071;0.004
220;0.070;0.086;0.024
260;0.081;0.071;0.038
300;0.081;0.034;0.028
340;0.097;0.004;0.014
380;0.137;-0.038;0.032
420;0.101;-0.080;0.002
440;0.097;-0.083;-0.007
480;0.101;-0.024;0.045
520;0.093;0.025;0.057
560;0.078;0.016;0.010
600;0.071;-0.021;-0.001
640;0.089;-0.029;0.019
680;0.072;-0.004;0.005
720;0.084;-0.004;-0.019
760;0.094;-0.013;-0.027
800;0.078;0.001;-0.012
840;0.075;-0.031;-0.004
880;0.045;-0.084;-0.016
920;0.034;-0.052;-0.039
960;0.005;-0.016;-0.037
1000;-0.023;-0.075;-0.026
1040;-0.067;-0.064;-0.052
1080;-0.063;-0.023;-0.035
1100;-0.052;-0.007;-0.016
1140;-0.013;-0.027;-0.007
1180;0.010;-0.036;-0.038
1220;0.027;-0.022;-0.037
1260;0.032;-0.023;-0.007
1280;0.029;-0.026;0.001
1320;0.021;-0.025;-0.007
1340;0.021;-0.014;-0.016
1380;0.013;-0.015;-0.012
1420;0.010;-0.015;0.001
1460;0.012;-0.002;-0.001
1500;0.015;0.012;-0.002
1540;0.021;0.010;0.004
1580;0.020;0.012;0.004
1620;0.012;0.010;0.005
1660;0.005;0.013;0.006
1700;0.014;0.013;0.006
1740;0.007;0.026;0.011
1780;0.002;0.010;0.010
1820;0.013;0.003;0.010
1860;0.010;-0.002;0.007
1900;0.013;0.004;0.004
1940;0.009;0.003;-0.004
1980;0.006;0.007;-0.008
2020;0.005;-0.003;-0.002
2060;-0.002;-0.001;-0.002
2100;-0.002;-0.009;-0.007
2140;-0.005;-0.005;-0.005
2180;-0.005;-0.004;-0.007
2220;-0.007;-0.008;-0.003
2260;-0.005;-0.004;-0.006
2280;-0.005;-0.007;-0.005
2320;-0.005;-0.009;0.005
2360;0.001;-0.010;0.012
2400;0.000;-0.023;0.018
2420;-0.011;-0.031;0.016
2460;-0.012;-0.039;0.010
2500;-0.011;-0.013;0.005
2520;-0.005;0.001;0.007
2560;0.005;0.002;0.004
2600;0.009;-0.001;0.003
2640;-0.001;-0.012;0.004
2660;-0.005;-0.014;-0.001
2700;-0.007;-0.016;-0.007
2740;-0.008;-0.009;0.001
2780;-0.002;0.017;0.006
2820;-0.006;0.031;0.009
2840;-0.014;0.034;0.006
2880;-0.019;0.007;0.004
2920;-0.018;-0.014;0.002
2960;-0.020;-0.029;0.002
3000;-0.021;-0.032;0.017
3020;-0.027;-0.040;0.015
3060;-0.021;-0.030;0.001
3080;-0.015;-0.015;-0.007
3120;-0.006;0.024;-0.010
3140;0.001;0.042;-0.002
3180;0.013;0.061;0.001
3220;0.028;0.043;-0.004
3260;0.028;0.021;0.000
3280;0.030;0.015;0.003
3320;0.035;0.004;0.002
3360;0.034;0.007;0.006
3380;0.031;0.011;0.008
3420;0.042;0.018;0.008
3460;0.042;0.005;0.010
3500;0.036;-0.012;0.016
3540;0.032;-0.014;0.015
3580;0.021;-0.010;0.007
3620;0.029;0.006;0.010
3640;0.023;0.001;0.010
3680;0.012;0.004;0.009
3700;0.006;0.001;0.007
3740;0.004;0.001;0.009
3780;0.002;-0.006;0.002
3800;0.004;-0.009;-0.002
3840;-0.001;-0.018;-0.005
3880;0.012;-0.018;-0.007
3900;0.016;-0.010;-0.010
3940;0.015;0.016;-0.017
3960;0.011;0.015;-0.016
4000;0.012;0.004;-0.012
4040;0.005;-0.003;-0.013
4080;0.005;-0.005;-0.024
4120;0.007;-0.009;-0.034
4160;-0.001;0.010;-0.023
4200;-0.004;0.023;-0.002
4240;0.007;0.050;-0.013
4280;0.002;0.037;-0.015
4320;-0.018;0.033;-0.009
4340;-0.016;0.008;-0.001
4380;-0.027;-0.061;0.015
4420;-0.023;-0.021;-0.002
4460;-0.044;0.002;-0.002
4480;-0.034;0.027;0.004
4520;0.004;0.005;0.023
4540;-0.004;-0.005;-0.005
4580;-0.005;-0.001;-0.020
4620;0.005;0.080;0.018
4640;0.011;0.084;0.028
4680;0.023;0.028;-0.002
4700;0.020;0.003;-0.025
4740;0.029;-0.015;-0.020
4760;0.044;-0.016;0.003
4800;0.064;-0.025;0.020
4840;0.051;-0.045;-0.007
4880;0.065;-0.020;-0.011
4900;0.068;-0.016;-0.002
4940;0.032;-0.031;-0.004
4980;-0.005;-0.046;-0.007
5000;-0.031;-0.055;-0.007
5040;-0.109;-0.090;-0.006
5060;-0.129;-0.098;-0.002
5100;-0.188;-0.125;0.002
5140;-0.283;-0.128;0.005
5180;-0.359;-0.097;0.017
5220;-0.460;-0.081;0.001
5260;-0.532;-0.068;0.004
5280;-0.555;-0.057;0.024
5320;-0.649;-0.062;0.037
5360;-0.735;-0.117;0.029
5400;-0.740;-0.146;0.067
5440;-0.725;-0.184;0.053
5480;-0.702;-0.249;0.048
5520;-0.535;-0.266;0.062
5560;-0.392;-0.304;0.046
5600;-0.303;-0.234;0.016
5640;-0.285;-0.136;0.064
5680;-0.181;-0.047;0.064
5700;-0.148;-0.019;0.046
5740;-0.037;-0.018;0.001
5780;0.098;-0.062;-0.059
5820;0.243;-0.055;-0.062
5860;0.348;-0.043;-0.085
5900;0.415;-0.038;-0.103
5940;0.507;-0.055;-0.137
5980;0.591;-0.103;-0.197
6020;0.662;-0.125;-0.243
6060;0.621;-0.076;-0.208
6080;0.581;-0.059;-0.154
6120;0.501;0.186;-0.035
6140;0.496;0.308;-0.051
6180;0.423;0.498;-0.122
6200;0.358;0.538;-0.139
6240;0.241;0.342;-0.160
6280;0.177;-0.031;-0.150
6300;0.175;-0.234;-0.151
6340;0.138;-0.348;-0.144
6380;0.114;-0.197;-0.120
6420;0.109;0.098;-0.067
6460;-0.042;0.370;-0.003
6500;-0.065;0.282;0.051
6540;-0.098;0.014;0.063
6580;-0.079;-0.186;0.073
6620;0.055;-0.242;0.109
6660;0.257;-0.352;0.166
6700;0.414;-0.437;0.151
6740;0.354;-0.249;-0.059
6780;0.561;0.167;-0.206
6820;0.428;0.166;0.073
6860;0.362;-0.577;0.257
6900;0.115;-0.878;0.181
6940;-0.084;-0.274;-0.011
6980;-0.009;0.472;0.192
7020;0.268;0.206;0.416
7060;0.179;0.037;0.378
7100;-0.180;-0.094;0.187
7140;-0.173;-0.065;0.117
7180;-0.020;0.117;0.098
7220;-0.074;-0.081;-0.025
7260;-0.062;-0.060;-0.124
7300;0.070;0.134;-0.086
7340;0.151;0.198;0.011
7380;0.244;0.170;0.005
7420;0.403;-0.181;0.156
7460;0.683;-0.071;0.180
7500;0.075;0.098;-0.191
7540;-0.115;1.092;-0.207
7580;-0.089;0.619;0.001
7620;-0.075;0.233;-0.018
7660;-0.227;-0.170;-0.343
7700;-0.188;-0.145;-0.330
7740;-0.175;-0.257;-0.114
7780;-0.181;-0.296;0.008
7820;-0.112;-0.403;0.040
7860;0.059;-0.200;0.125
7900;0.193;-0.203;0.186
7940;0.312;-0.390;0.147
7980;0.351;-0.420;0.043
8020;0.220;-0.108;0.032
8060;0.484;0.560;-0.440
8100;0.380;-0.029;-0.247
8140;-0.003;-0.889;-0.047
8180;-0.431;-0.900;-0.026
8220;-0.172;0.073;-0.010
8260;-0.066;0.269;0.244
8300;0.179;0.516;0.296
8340;0.066;0.447;0.206
8380;-0.172;0.595;-0.001
8420;-0.080;0.575;-0.089
8460;0.034;0.164;-0.163
8500;0.038;-0.015;-0.123
8540;0.088;0.148;0.026
8580;0.217;0.552;-0.089
8620;0.116;0.427;-0.290
8660;0.453;0.294;0.141
8700;0.431;0.052;0.147
8740;-0.228;0.892;-0.084
8780;-0.411;1.040;-0.045
8820;-0.326;0.245;0.108
8860;-0.267;-0.016;-0.204
8900;-0.254;-0.099;-0.239
8940;-0.166;0.062;-0.064
8960;-0.186;0.075;0.035
9000;-0.122;-0.177;0.093
9040;-0.029;-0.283;0.077
9080;0.066;-0.016;0.181
9120;0.222;0.035;0.206
9140;0.285;0.039;0.166
9180;0.282;-0.101;0.175
9200;0.220;-0.067;0.213
9240;0.204;0.682;-0.062
9280;0.516;1.087;-0.467
9320;0.129;0.213;-0.109
9360;-0.210;-0.469;-0.221
9400;-0.555;0.512;-0.458
9440;-0.147;1.305;-0.132
9480;0.171;1.627;-0.001
9520;0.172;1.624;-0.027
9560;-0.169;1.498;-0.175
9600;-0.417;1.810;-0.289
9640;-0.104;2.181;-0.451
9680;-0.133;1.834;-0.633
9720;-0.164;1.563;-0.442
9760;0.087;1.675;-0.292
9800;-0.142;1.691;-0.476
9840;0.114;1.579;-0.294
9880;0.271;1.640;-0.101
9920;-0.042;2.709;-0.337
9960;-0.584;2.959;-0.401
10000;-0.448;2.274;-0.288
10040;-0.191;1.742;-0.531
10080;-0.177;1.603;-0.564
10120;-0.123;1.998;-0.328
10160;-0.171;2.136;-0.115
10200;-0.205;1.996;-0.140
10240;-0.152;1.944;-0.187
10280;-0.042;1.910;0.026
10320;0.159;1.644;0.249
10360;0.236;1.840;0.148
10400;0.175;1.830;-0.252
10440;0.323;1.469;-0.128
10480;0.211;1.394;-0.026
10520;-0.010;1.249;-0.161
10560;-0.265;1.518;-0.254
10600;-0.161;2.008;0.035
10640;0.254;2.057;0.042
10680;0.319;1.980;-0.118
10720;-0.216;1.987;-0.134
10760;-0.509;1.783;-0.085
10800;-0.052;1.781;-0.057
10840;0.090;1.521;-0.213
10880;-0.015;1.308;-0.321
10920;-0.136;1.004;-0.264
10960;0.143;0.928;-0.246
11000;0.463;1.158;-0.365
11040;0.225;1.141;-0.415
11080;0.304;0.842;-0.040
11120;0.511;0.687;-0.156
11160;0.139;1.513;-0.344
11200;-0.086;1.779;-0.272
11240;-0.094;0.880;-0.172
11280;-0.030;0.153;-0.446
11300;-0.063;0.104;-0.499
11340;0.027;0.370;-0.368
11380;-0.071;0.622;-0.169
11420;-0.324;0.470;-0.083
