DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.172;0.116;0.015
40;-0.172;0.116;0.015
80;0.060;0.012;0.004
120;-0.017;-0.015;0.001
160;0.002;0.002;0.001
200;0.024;0.001;0.001
240;-0.002;-0.012;0.000
280;0.002;-0.002;0.000
320;0.012;-0.004;0.001
360;0.002;-0.010;0.000
400;0.002;0.000;0.001
440;-0.001;0.001;0.000
460;-0.003;0.002;-0.003
500;-0.003;-0.001;0.001
540;-0.013;0.007;0.002
580;-0.015;0.002;0.006
600;-0.004;0.001;0.000
640;0.014;-0.007;-0.009
660;0.012;-0.011;-0.007
700;-0.004;-0.009;-0.008
740;-0.010;-0.005;-0.010
760;-0.004;-0.002;-0.010
800;0.000;-0.009;-0.010
840;-0.012;-0.002;-0.006
880;0.007;-0.005;-0.009
920;0.005;-0.009;-0.005
940;0.002;-0.009;-0.004
980;-0.003;-0.003;-0.002
1020;0.005;-0.003;0.000
1060;0.004;0.001;0.002
1100;-0.004;0.001;0.005
1120;0.001;0.005;0.004
1160;0.000;0.001;0.004
1200;-0.015;0.003;0.004
1240;-0.006;0.005;0.008
1280;0.005;0.003;0.001
1320;-0.007;-0.002;0.004
1360;0.001;0.001;0.001
1400;-0.001;0.005;-0.001
1440;0.005;0.000;0.000
1480;-0.005;-0.002;0.002
1520;-0.010;-0.002;-0.001
1560;0.002;-0.005;0.000
1600;0.003;-0.002;0.001
1620;-0.001;-0.001;0.000
1660;0.001;-0.001;-0.001
1700;-0.002;-0.006;-0.002
1740;-0.008;0.000;-0.003
1760;-0.009;-0.001;-0.001
1800;-0.004;-0.002;-0.002
1840;-0.015;0.001;-0.004
1880;-0.002;-0.004;0.000
1920;0.016;-0.001;-0.007
1960;0.005;-0.007;-0.001
2000;0.001;-0.001;-0.002
2040;0.018;0.006;-0.003
2060;0.013;0.001;-0.001
2100;0.010;-0.001;-0.001
2140;0.004;0.002;-0.001
2180;0.010;0.011;-0.002
2220;-0.020;0.015;0.007
2260;-0.007;-0.027;-0.002
2300;-0.081;-0.073;-0.031
2340;-0.126;-0.056;-0.055
2380;-0.177;0.096;-0.110
2420;-0.516;0.182;-0.040
2460;-0.882;-0.016;0.025
2480;-1.002;-0.100;0.036
