DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.017;0.003;0.007
40;-0.017;0.003;0.007
60;-0.017;0.003;0.007
100;0.001;-0.002;0.001
140;0.004;0.009;0.001
180;0.010;-0.003;0.001
220;0.010;-0.009;-0.002
260;0.014;-0.003;-0.001
300;0.013;0.001;0.000
340;0.010;-0.013;-0.004
380;0.009;-0.004;-0.004
420;0.009;-0.017;-0.002
460;0.009;-0.009;-0.005
500;0.011;-0.010;-0.006
540;0.004;-0.005;-0.004
560;0.007;-0.005;-0.005
600;0.010;-0.005;-0.004
640;0.008;-0.010;-0.009
680;0.003;-0.006;-0.006
720;0.005;-0.013;-0.006
760;0.007;-0.010;-0.008
800;0.013;-0.015;-0.006
840;0.004;-0.015;-0.006
880;0.005;-0.012;-0.004
920;0.004;-0.015;-0.005
960;0.001;-0.009;-0.002
1000;0.007;-0.008;-0.001
1040;0.008;-0.016;-0.001
1080;0.011;-0.015;-0.001
1120;0.016;-0.012;-0.002
1160;0.015;-0.015;-0.002
1200;0.018;-0.015;0.005
1240;0.026;-0.033;0.001
1280;0.034;-0.023;0.001
1300;0.034;-0.026;0.001
1340;0.040;-0.024;-0.001
1360;0.040;-0.032;0.000
1400;0.052;-0.039;-0.001
1420;0.064;-0.035;-0.006
1460;0.084;-0.043;-0.013
1500;0.079;-0.032;-0.009
1540;0.073;-0.038;-0.009
1580;0.084;-0.029;-0.012
1620;0.083;-0.015;-0.009
1660;0.076;-0.021;-0.005
1680;0.071;-0.021;-0.010
1720;0.064;-0.014;-0.018
1760;0.064;-0.001;-0.010
1800;0.047;0.001;-0.006
1840;0.042;-0.004;-0.007
1880;0.037;-0.008;-0.005
1920;0.025;-0.026;-0.004
1960;0.004;-0.024;0.003
2000;0.015;-0.014;0.004
2040;0.021;-0.004;-0.009
2080;0.019;-0.025;-0.012
2120;0.021;-0.008;-0.015
2160;0.014;-0.012;-0.012
2200;0.008;-0.031;-0.010
2220;0.008;-0.031;-0.009
2260;0.015;-0.009;-0.004
2300;0.023;0.018;-0.002
2340;0.018;0.021;0.001
2380;0.020;0.010;-0.001
2420;0.023;0.002;-0.002
2460;0.018;0.014;0.004
2500;0.017;0.012;0.004
2540;0.011;0.009;0.007
2580;0.016;0.005;0.006
2620;0.014;-0.003;0.007
2660;0.004;0.002;0.008
2680;0.005;0.005;0.009
2720;0.011;0.007;0.008
2760;0.011;0.005;0.003
2800;0.003;-0.002;0.004
2840;0.007;0.005;0.004
2880;0.007;0.012;0.002
2920;0.011;-0.003;0.003
2940;0.010;0.001;0.003
2980;0.014;0.004;0.000
3020;0.015;-0.002;-0.004
3060;0.013;-0.004;-0.004
3100;0.016;-0.001;-0.007
3140;0.012;-0.009;-0.006
3180;0.010;-0.001;-0.002
3220;0.010;-0.009;-0.004
3260;0.006;0.001;-0.004
3300;0.009;0.001;-0.002
3340;0.005;-0.008;-0.002
3380;0.007;0.000;-0.003
3420;0.007;-0.005;-0.001
3461;0.004;0.001;-0.001
3500;0.005;0.001;0.001
3540;0.007;-0.003;0.000
3560;0.007;-0.005;-0.002
3600;0.004;-0.001;-0.001
3640;0.002;0.000;-0.001
3660;-0.001;-0.002;-0.001
3700;-0.018;-0.007;0.007
3740;-0.073;-0.027;0.006
3780;-0.147;-0.051;-0.010
3800;-0.199;-0.033;-0.014
3840;-0.253;-0.007;-0.001
3880;-0.321;0.020;0.023
3920;-0.428;-0.005;0.020
3960;-0.551;-0.004;0.030
4000;-0.725;-0.012;0.026
4040;-0.794;-0.072;0.027
4080;-0.905;-0.085;0.043
4120;-1.004;-0.093;0.038
4160;-1.122;-0.035;0.056
4200;-1.218;-0.001;0.079
4240;-1.313;0.014;0.055
4280;-1.337;0.029;0.034
4320;-1.315;-0.007;-0.045
4360;-1.423;0.203;-0.112
4400;-1.282;0.077;-0.006
4440;-1.150;0.144;0.018
4480;-1.049;-0.060;-0.037
4520;-0.639;-0.011;-0.166
4560;-0.341;-0.096;-0.320
4600;-0.059;-0.178;-0.324
4640;0.305;-0.248;-0.326
4680;0.715;-0.228;-0.425
4720;0.987;-0.287;-0.471
4760;1.159;-0.334;-0.336
4800;1.183;-0.302;-0.288
4841;1.214;-0.208;-0.268
4880;1.228;-0.111;-0.148
4900;1.203;-0.075;-0.093
4940;1.128;0.071;-0.120
4980;0.956;0.374;-0.178
5000;0.914;0.376;-0.203
5040;0.998;0.241;-0.243
5060;1.046;0.175;-0.241
5100;1.075;-0.108;-0.153
5140;0.894;-0.004;0.050
5180;0.743;0.018;0.117
5220;0.974;-0.173;0.214
5260;1.536;-0.420;0.006
5300;0.596;0.244;-0.216
5320;0.175;-0.116;-0.134
