DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.001;-0.006;0.000
40;-0.001;-0.006;0.000
80;0.002;0.002;-0.001
120;0.005;-0.003;0.001
160;0.012;-0.002;-0.001
180;0.010;-0.004;-0.001
220;0.012;-0.004;-0.001
260;0.007;-0.009;0.001
300;0.009;-0.005;-0.001
340;0.014;-0.002;0.001
380;0.007;-0.003;0.001
420;0.013;0.001;-0.001
460;0.008;-0.003;0.007
500;0.013;-0.012;-0.001
540;0.015;-0.012;0.004
580;0.015;-0.002;0.002
620;0.011;-0.005;-0.001
660;0.008;0.001;-0.002
680;0.008;0.004;-0.002
720;0.004;0.003;-0.002
760;0.009;-0.003;-0.004
800;0.010;-0.005;-0.004
840;0.011;-0.006;-0.004
880;0.005;-0.010;-0.003
920;-0.001;-0.012;0.001
960;-0.002;-0.010;0.002
1000;-0.001;-0.008;0.004
1040;-0.005;-0.009;0.003
1060;-0.003;-0.002;0.003
1100;-0.002;0.004;0.004
1140;-0.001;-0.002;0.004
1180;-0.002;0.001;0.001
1220;0.001;0.007;0.000
1260;0.001;0.005;0.002
1300;0.001;0.003;0.002
1340;-0.002;0.003;0.001
1380;0.003;0.007;0.001
1420;0.005;0.004;-0.001
1460;0.005;0.001;-0.002
1500;0.005;-0.002;-0.004
1540;0.004;-0.004;-0.004
1580;-0.001;-0.006;-0.004
1620;0.002;-0.002;-0.004
1660;-0.004;-0.014;-0.004
1700;-0.001;-0.005;-0.010
1740;-0.001;-0.001;-0.002
1780;0.004;0.002;-0.004
1820;0.002;0.009;-0.008
1860;0.002;0.009;-0.007
1900;0.001;-0.004;-0.005
1940;0.000;0.001;-0.007
1980;0.002;0.010;-0.002
2020;0.003;-0.002;-0.001
2040;0.003;-0.008;-0.003
2080;0.004;-0.010;-0.002
2120;0.005;-0.008;-0.003
2160;0.004;-0.008;-0.002
2200;0.001;0.001;-0.004
2240;0.007;0.002;-0.003
2280;0.005;0.004;-0.002
2320;0.002;0.007;-0.003
2360;-0.001;0.002;0.002
2400;0.001;-0.005;-0.002
2440;-0.002;-0.004;-0.003
2480;-0.002;0.005;-0.002
2520;-0.008;-0.001;0.001
2560;-0.019;-0.004;0.001
2600;-0.023;-0.002;0.006
2640;-0.028;0.011;0.002
2680;-0.047;0.001;0.007
2720;-0.081;0.040;0.001
2760;-0.199;0.055;0.012
2800;-0.297;0.067;0.032
2840;-0.370;0.101;0.038
2860;-0.420;0.108;0.046
2900;-0.478;0.081;0.062
2940;-0.558;0.002;0.073
2980;-0.665;-0.028;0.039
3020;-0.701;-0.098;-0.002
3060;-0.799;-0.076;-0.035
3100;-0.848;-0.111;-0.048
3140;-0.911;-0.153;-0.056
3180;-0.845;-0.267;0.034
3220;-0.942;-0.319;0.084
3260;-0.952;-0.414;0.078
3300;-0.919;-0.292;0.009
3340;-0.763;-0.129;-0.039
3380;-0.580;-0.033;-0.045
3420;-0.412;0.028;-0.111
3460;-0.146;0.039;-0.178
3500;0.116;0.043;-0.181
3540;0.398;0.082;-0.204
3580;0.622;0.125;-0.231
3620;0.800;0.122;-0.217
3660;0.874;0.142;-0.172
3700;0.855;0.112;-0.073
3740;0.812;0.144;0.016
3780;0.751;0.164;0.070
3800;0.756;0.131;0.073
3840;0.710;0.086;0.076
3880;0.683;0.052;0.075
3920;0.671;-0.059;0.070
3940;0.659;-0.123;0.076
3980;0.643;-0.290;0.108
4020;0.678;-0.474;0.118
4060;0.761;-0.591;0.099
4100;0.672;-0.580;0.102
4140;0.479;-0.390;0.194
4180;0.335;0.123;0.180
4220;0.172;0.052;0.043
4260;0.167;-0.316;0.268
4300;-0.075;-0.412;0.186
4340;-0.242;-0.222;0.133
4360;-0.219;0.093;0.189
4400;0.014;0.724;0.208
4440;0.059;0.746;0.186
4480;-0.032;0.479;0.202
4520;-0.175;0.553;0.140
4560;-0.166;0.699;0.049
4600;0.037;0.588;-0.111
4640;0.274;0.807;-0.242
4680;0.490;0.742;-0.373
4720;0.101;0.142;-0.354
4760;-0.108;-0.384;-0.380
4800;0.199;0.298;-0.037
4840;0.298;0.361;0.205
4880;0.226;-0.170;-0.034
4920;0.174;-0.660;-0.163
4960;0.252;-0.954;-0.153
5000;0.129;-0.833;-0.176
5040;0.007;-0.657;-0.260
5080;0.066;-0.734;-0.264
5120;0.238;-0.859;-0.109
5160;0.510;-0.779;0.018
5200;0.654;-0.688;0.056
5240;0.693;-0.618;0.158
5280;0.504;-0.650;0.268
5320;-0.164;-0.237;0.362
5360;-0.116;0.123;0.451
5400;0.144;0.141;0.341
5440;0.180;0.461;-0.139
5480;-0.061;0.585;-0.037
5520;-0.172;0.723;0.101
5560;-0.428;0.172;-0.065
5600;0.005;0.624;0.049
5640;0.001;1.141;-0.011
5660;0.042;1.058;-0.022
5700;0.133;1.045;0.089
5740;0.004;1.081;0.006
5780;-0.428;1.068;-0.187
5820;-0.307;1.090;-0.140
5860;0.189;1.329;-0.189
5900;0.319;1.744;-0.117
5940;-0.059;0.497;-0.318
5980;-0.120;1.344;-0.033
6020;0.217;1.310;0.042
6060;0.071;0.943;-0.106
6100;0.095;0.885;-0.221
6140;0.191;0.678;-0.208
6180;0.206;0.905;-0.086
6220;0.150;1.167;-0.127
6260;0.172;1.188;-0.064
6300;0.303;1.015;-0.016
6340;0.406;0.868;-0.016
6380;0.540;0.895;0.130
6420;0.522;0.966;0.136
6460;0.310;0.816;0.015
6500;0.138;0.950;0.156
6540;0.349;1.221;0.217
6580;0.239;1.558;-0.059
6620;0.306;1.892;-0.239
6640;0.247;1.852;-0.288
6680;0.112;1.698;-0.310
6720;0.128;1.658;-0.266
6740;0.217;1.898;-0.200
6780;0.376;2.534;-0.073
6820;0.473;2.847;-0.100
6860;0.414;2.792;-0.107
6900;0.208;3.051;0.068
6940;0.002;2.671;0.054
6980;0.040;1.939;-0.026
7020;0.189;1.820;0.054
7060;0.334;1.746;-0.119
7080;0.432;1.888;-0.186
7120;0.533;2.354;-0.411
7160;-0.169;2.111;-0.677
7200;-0.878;2.127;-0.984
7240;-0.071;2.081;-0.166
7280;0.640;3.083;0.409
7300;0.578;2.520;0.084
7340;0.356;1.839;-0.705
7380;0.123;1.568;-0.385
7420;-0.007;1.728;-0.089
7440;0.004;1.726;-0.115
7480;0.374;1.413;-0.290
7520;0.696;1.324;-0.297
7560;0.636;1.086;-0.145
7600;0.602;0.983;-0.103
7640;0.590;0.734;-0.180
7660;0.529;0.607;-0.200
7700;0.353;0.061;-0.131
7740;0.020;-0.035;0.038
7780;-0.373;0.194;0.128
7820;-0.444;0.461;0.040
7860;0.280;1.070;-0.215
7900;0.144;0.484;-0.066
7940;-0.158;0.162;0.035
7980;-0.396;0.234;0.043
8020;-0.122;0.845;0.195
8060;-0.024;1.048;0.116
8100;-0.036;0.683;0.056
8140;-0.258;0.859;0.189
8180;-0.342;1.018;0.113
8220;-0.009;1.128;-0.094
8260;0.360;1.301;-0.081
8300;0.596;0.960;-0.176
8340;-0.005;0.709;-0.302
8380;-0.281;0.078;-0.288
8420;-0.064;0.552;-0.014
8460;0.321;1.034;0.313
8500;0.167;0.383;0.009
8540;0.395;-0.415;-0.243
8580;0.177;-0.793;-0.035
8620;0.031;-0.671;-0.013
8660;0.018;-0.466;-0.205
8700;0.082;-0.461;-0.284
8740;0.183;-0.634;-0.065
8780;0.502;-0.618;0.038
8820;0.695;-0.477;0.080
8860;0.530;-0.425;0.139
8900;0.140;-0.065;0.145
8940;-0.205;0.057;0.134
8980;-0.396;0.381;0.240
9020;-0.308;0.721;0.101
9060;0.254;0.982;-0.276
9100;0.010;1.181;-0.285
9140;0.004;1.107;-0.131
9180;-0.157;0.878;-0.140
9220;0.128;1.182;-0.067
9260;0.213;1.482;-0.059
9300;0.368;1.552;-0.057
9340;0.177;1.821;0.001
9380;-0.172;1.980;-0.082
9420;-0.246;2.021;-0.226
9460;0.038;2.335;-0.293
9500;0.413;2.928;-0.357
9540;0.476;2.582;-0.494
9580;0.178;2.467;-0.446
9620;-0.344;2.202;-0.330
9660;-0.789;2.134;-0.318
9700;-0.575;1.085;-0.002
9740;-0.428;1.572;0.242
9780;-0.248;1.767;-0.317
9820;-0.021;2.383;-0.329
9860;-0.057;2.193;-0.109
9900;-0.211;1.757;-0.010
9940;-0.079;1.845;0.092
9980;0.184;2.140;0.122
10020;0.098;2.316;0.116
10040;-0.022;2.371;0.131
10080;-0.005;2.451;0.224
10120;0.086;2.577;0.244
10160;-0.020;2.608;0.233
10180;-0.043;2.572;0.258
10220;-0.043;2.427;0.312
10260;-0.121;2.204;0.314
10300;-0.152;2.056;0.296
