DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.024;-0.012;0.003
40;-0.024;-0.012;0.003
60;-0.024;-0.012;0.003
100;0.001;0.005;-0.001
140;0.013;-0.009;0.004
180;0.029;-0.034;-0.004
220;0.025;-0.010;-0.004
260;-0.001;-0.008;0.001
300;0.036;-0.021;0.008
340;0.056;-0.019;-0.002
380;0.138;-0.043;-0.009
420;0.114;0.009;-0.011
460;0.013;0.002;0.005
500;0.021;-0.006;-0.002
540;0.025;-0.007;-0.003
580;0.024;-0.007;0.000
620;0.029;-0.007;0.002
660;0.029;-0.009;0.001
680;0.026;-0.008;-0.001
720;0.035;-0.008;0.002
760;0.036;-0.001;0.002
780;0.032;-0.005;0.005
820;0.031;-0.008;0.005
840;0.036;-0.009;0.007
880;0.036;-0.012;0.006
920;0.024;-0.009;0.001
960;0.031;-0.010;-0.001
1000;0.016;-0.004;-0.004
1040;0.008;-0.001;-0.005
1080;0.006;-0.006;-0.005
1120;0.001;-0.007;-0.005
1140;-0.001;-0.008;-0.005
1180;-0.004;-0.009;-0.003
1220;-0.008;-0.008;-0.004
1260;0.001;0.004;-0.001
1300;-0.004;0.009;-0.008
1340;-0.002;0.004;-0.006
1380;-0.003;0.002;-0.007
1420;-0.004;-0.001;-0.004
1460;-0.002;0.001;-0.005
1500;-0.002;-0.005;-0.004
1540;0.004;-0.005;-0.003
1580;0.004;-0.004;-0.005
1620;-0.003;0.001;-0.005
1660;0.002;0.002;-0.002
1680;0.004;0.001;-0.001
1720;-0.005;0.002;-0.004
1760;0.005;0.002;-0.004
1800;0.010;0.003;-0.001
1840;0.012;-0.004;0.001
1880;0.015;-0.006;0.002
1920;0.008;-0.007;0.000
1960;0.007;-0.005;0.004
2000;0.009;-0.001;0.002
2020;0.010;0.000;0.001
2060;0.004;0.000;0.002
2100;0.000;-0.002;0.002
2140;-0.001;-0.003;0.002
2180;-0.004;0.002;0.001
2220;-0.002;0.000;0.001
2240;-0.005;0.000;0.002
2280;-0.007;0.002;0.000
2320;-0.009;0.002;0.000
2360;-0.009;0.004;-0.001
2400;-0.014;0.002;0.002
2440;-0.012;0.004;0.001
2480;-0.009;0.000;-0.002
2520;-0.012;-0.005;0.001
2560;-0.001;0.001;0.001
2600;-0.003;-0.002;0.000
2640;0.004;-0.004;0.002
2680;0.005;-0.002;0.002
2720;0.009;-0.002;0.001
2760;0.005;-0.004;0.001
2800;0.000;-0.007;0.004
2820;0.002;-0.006;0.002
2860;0.004;-0.007;0.001
2900;0.008;-0.001;0.002
2940;-0.001;-0.006;0.002
2980;0.007;-0.007;0.003
3000;0.007;-0.006;0.002
3040;0.002;-0.001;0.001
